Persistence Class;Destination Class;Connectivity Strength
org.sigaept.edu.dao.ValidaDocumentoDAO;org.sigaept.edu.negocio.ejb.ManterValidaDocumentoEJB;0.5190299999999999
org.sigaept.edu.dao.StatusAlunoPeriodoDAO;org.sigaept.edu.negocio.ejb.ManterStatusAlunoEJB;0.10289999999999999
org.sigaept.edu.dao.TipoParentescoDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.0
org.sigaept.edu.dao.SituacaoVisitaTecnicaGerencialDAO;org.sigaept.edu.negocio.ejb.ManterVisitaTecnicaGerencialEJB;0.0
org.sigaept.edu.dao.EstagioDAO;org.sigaept.edu.negocio.ejb.ManterElementoCurricularEJB;4.5152899901999985
org.sigaept.edu.dao.TipoSanguineoDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.EditalProjetoPesquisaExtensaoDAO;org.sigaept.edu.negocio.ejb.ManterEditalProjetoPesquisaExtensaoEJB;4.514997869999999
org.sigaept.edu.dao.RegimeJuridicoDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.ConceitoAvaliacaoDAO;org.sigaept.edu.negocio.ejb.ManterEtapaAvaliacaoEJB;0.0
org.sigaept.edu.dao.StatusTramitePreProjetoEstagioDAO;org.sigaept.edu.negocio.ejb.ManterEstagioMatriculaEJB;0.0
org.sigaept.edu.dao.DocenteDAO;org.sigaept.edu.negocio.ejb.ManterClasseEJB;22.791606613337997
org.sigaept.edu.dao.AvaliacaoDocenteDAO;org.sigaept.edu.negocio.ejb.ManterAvaliacaoDocenteEJB;33.61604549489489
org.sigaept.edu.dao.TCCMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterTCCMatriculaEJB;26.53956802783799
org.sigaept.edu.dao.TipoAbrangenciaRegraDAO;org.sigaept.edu.negocio.ejb.ManterRegraAcademicaEJB;0.0
org.sigaept.edu.dao.TipoEscolaOrigemDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.0
org.sigaept.edu.dao.AmbienteAprendizagemDAO;org.sigaept.edu.negocio.ejb.ManterAmbienteAprendizagemEJB;42.73368060599999
org.sigaept.edu.dao.TelefoneDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.72903
org.sigaept.edu.dao.ResponsavelDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.21
org.sigaept.edu.dao.CategoriaAmbienteAprendizagemDAO;org.sigaept.edu.negocio.ejb.ManterAmbienteAprendizagemEJB;0.0
org.sigaept.edu.dao.CriterioClassificacaoDAO;org.sigaept.edu.negocio.ejb.ManterPedidoRenovacaoMatriculaEJB;0.294
org.sigaept.edu.dao.EstadoCivilDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.CDUDAO;org.sigaept.edu.negocio.ejb.ManterGrupoEJB;0.0
org.sigaept.edu.dao.ReservaEquipamentoEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterReservaEquipamentoEnsinoEJB;12.500204369999997
org.sigaept.edu.dao.CalendarioAcademicoDAO;org.sigaept.edu.negocio.ejb.ManterCalendarioAcademicoEJB;103.42324186799996
org.sigaept.edu.dao.StatusAlunoDAO;org.sigaept.edu.negocio.ejb.ManterEtapaAvaliacaoEJB;0.0
org.sigaept.edu.dao.ReservaAmbienteDeAprendizagemDAO;org.sigaept.edu.negocio.ejb.ManterReservaAmbienteDeAprendizagemEJB;7.347205067999999
org.sigaept.edu.dao.ServidorDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;8.6756724
org.sigaept.edu.dao.BancoPagamentoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.PerfilDAO;org.sigaept.edu.negocio.ejb.ManterPerfilEJB;3.0395999999999996
org.sigaept.edu.dao.TipoConvenioEstagioDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEJB;0.0
org.sigaept.edu.dao.ClasseServidorDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.ElementoMatrizDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;39.409620772349996
org.sigaept.edu.dao.UnidadeFederativaDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.PeriodicidadeIngressoDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.0
org.sigaept.edu.dao.SubAreaConhecimentoCNPQDAO;org.sigaept.edu.negocio.ejb.ManterProjetoExtensaoEJB;0.10289999999999999
org.sigaept.edu.dao.HistoricoMatriculaMatrizDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;10.516406466558296
org.sigaept.edu.dao.TipoEixoTecnologicoDAO;org.sigaept.edu.negocio.ejb.ManterEixoTecnologicoEJB;0.0
org.sigaept.edu.dao.AvaliarProjetoExtensaoDAO;org.sigaept.edu.negocio.ejb.ManterPeriodoAcompanhamentoEJB;0.3
org.sigaept.edu.dao.GradeHorarioHorarioAulaDAO;org.sigaept.edu.negocio.ejb.ManterGradeHorariaEJB;10.871100322949996
org.sigaept.edu.dao.TipoArquivoRelatorioFinalEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.10289999999999999
org.sigaept.edu.dao.RespostaAvaliacaoDocenteDAO;org.sigaept.edu.negocio.ejb.ManterAvaliacaoDocenteEJB;28.11699846092642
org.sigaept.edu.dao.SituacaoEquipamentoEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterEquipamentoEnsinoEJB;0.0
org.sigaept.edu.dao.StatusAlunoClasseDAO;org.sigaept.edu.negocio.ejb.VincularAlunoAClasseEJB;19.356162310794893
org.sigaept.edu.dao.PortePessoaJuridicaDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEstagioEJB;0.0
org.sigaept.edu.dao.SistemaEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.PCCMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterPCCMatriculaEJB;26.53956802783799
org.sigaept.edu.dao.TipoTelefoneDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.PreProjetoEstagioTramiteDAO;org.sigaept.edu.negocio.ejb.ManterEstagioMatriculaEJB;0.4380599999999999
org.sigaept.edu.dao.VisitaTecnicaGerencialDAO;org.sigaept.edu.negocio.ejb.ManterVisitaTecnicaGerencialEJB;0.20579999999999998
org.sigaept.edu.dao.EtniaDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.ClasseDAO;org.sigaept.edu.negocio.ejb.ManterClasseEJB;361.08542871151195
org.sigaept.edu.dao.CategoriaProjetoExtensaoDAO;org.sigaept.edu.negocio.ejb.ManterEventoExternoEJB;0.3
org.sigaept.edu.dao.PlanoEstagioDAO;org.sigaept.edu.negocio.ejb.ManterPlanoEstagioEJB;7.080704095808999
org.sigaept.edu.dao.ProcedimentoElementoCurricularDao;org.sigaept.edu.negocio.ejb.ManterPedidoRenovacaoMatriculaEJB;12.215961516368996
org.sigaept.edu.dao.EstruturaEtapaAvaliacaoDAO;org.sigaept.edu.negocio.ejb.ManterEtapaAvaliacaoEJB;17.3513448
org.sigaept.edu.dao.AtoAutorizativoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.21902999999999995
org.sigaept.edu.dao.AreaConhecimentoDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.0
org.sigaept.edu.dao.ProgramaAssistenciaEstudantilDAO;org.sigaept.edu.negocio.ejb.ManterProgramaAssistenciaEstudantilEJB;4.6177247999999995
org.sigaept.edu.dao.AbonoFaltaDAO;org.sigaept.edu.negocio.ejb.ManterAbonoFaltaEJB;16.464630613338
org.sigaept.edu.dao.GrupoDAO;org.sigaept.edu.negocio.ejb.ManterCDUEJB;2.3201010899999996
org.sigaept.edu.dao.TipoEquipamentoDAO;org.sigaept.edu.negocio.ejb.ManterReservaEquipamentoEnsinoEJB;0.0
org.sigaept.edu.dao.TipoDataEspecialDAO;org.sigaept.edu.negocio.ejb.ManterCalendarioAcademicoEJB;0.0
org.sigaept.edu.dao.ConvenioEstagioDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEstagioEJB;36.5026896
org.sigaept.edu.dao.ParticipanteEnadeDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioAlunoEJB;36.64788454910699
org.sigaept.edu.dao.RelatorioEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioEstagioEJB;2.7910710899999995
org.sigaept.edu.dao.ElementoCurricularDAO;org.sigaept.edu.negocio.ejb.ManterAproveitamentoAceleracaoeDispensaEJB;38.99516353910699
org.sigaept.edu.dao.AreaIngressoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.StatusAlunoCursoDAO;org.sigaept.edu.negocio.ejb.FecharPeriodoLetivoClasseEJB;12.215961516368996
org.sigaept.edu.dao.ConjuntoTemplateRelatorioEstagioDAO;org.sigaept.edu.negocio.ejb.ManterConjuntoTemplateRelatorioEstagioEJB;26.0270172
org.sigaept.edu.dao.RequisitoDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;72.93354044261397
org.sigaept.edu.dao.TurmaDAO;org.sigaept.edu.negocio.ejb.ManterTurmaEJB;144.79333171236897
org.sigaept.edu.dao.SituacaoCalendarioAcademicoDAO;org.sigaept.edu.negocio.ejb.ManterCalendarioAcademicoEJB;0.0
org.sigaept.edu.dao.ConjuntoRegrasAcademicasMatrizDAO;org.sigaept.edu.negocio.ejb.ManterConjuntoRegrasAcademicasEJB;61.35517335149998
org.sigaept.edu.dao.VersaoDAO;org.sigaept.edu.negocio.ejb.ManterVersaoEJB;0.0
org.sigaept.edu.dao.SituacaoMatrizCurricularDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;0.0
org.sigaept.edu.dao.TipoParticipacaoInstituicaoDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEJB;0.0
org.sigaept.edu.dao.TipoOcorrenciaDAO;org.sigaept.edu.negocio.ejb.ManterOcorrenciaAlunoEJB;0.6
org.sigaept.edu.dao.FaltaDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;431.8405049392493
org.sigaept.edu.dao.ModalidadeEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;1.0878299999999999
org.sigaept.edu.dao.ItemDispendioDAO;org.sigaept.edu.negocio.ejb.ManterProjetoExtensaoEJB;0.0
org.sigaept.edu.dao.TipoCertificadoMilitarDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.UnidadeEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;10.984534799999999
org.sigaept.edu.dao.ResultadoAvaliacaoConceitoDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;41.74057237018409
org.sigaept.edu.dao.CalendarioAcademicoMatrizCurricularDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;11.689946855999999
org.sigaept.edu.dao.FuncionarioDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;5.44008849
org.sigaept.edu.dao.DisciplinaDAO;org.sigaept.edu.negocio.ejb.ManterElementoCurricularEJB;6.022934985299997
org.sigaept.edu.dao.ElementoCurricularAproveitadoElementoCurricularDAO;org.sigaept.edu.negocio.ejb.ManterAproveitamentoAceleracaoeDispensaEJB;64.28182599339168
org.sigaept.edu.dao.RegraAcademicaDAO;org.sigaept.edu.negocio.ejb.ManterRegraAcademicaEJB;22.9796767311
org.sigaept.edu.dao.EstruturaOrganizacionalDAO;org.sigaept.edu.negocio.ejb.ManterEstruturaOrganizacionalEJB;0.147
org.sigaept.edu.dao.AvaliacaoDAO;org.sigaept.edu.negocio.ejb.ManterEtapaAvaliacaoEJB;35.3238339660126
org.sigaept.edu.dao.MaterialApoioPastaDAO;org.sigaept.edu.negocio.ejb.ManterMaterialApoioEJB;52.84082417468579
org.sigaept.edu.dao.CategoriaTreinamentoDAO;org.sigaept.edu.negocio.ejb.ManterTreinamentoEJB;0.0
org.sigaept.edu.dao.StatusUsuarioDAO;org.sigaept.edu.negocio.ejb.ManterUsuarioEJB;0.0
org.sigaept.edu.dao.DataLimiteEtapaDAO;org.sigaept.edu.negocio.ejb.ManterDataLimiteEtapaEJB;29.304100997999996
org.sigaept.edu.dao.ResultadoAvaliacaoDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;127.59250990142021
org.sigaept.edu.dao.AlunoTrabalhadorDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.0
org.sigaept.edu.dao.AreaTematicaDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEJB;0.0
org.sigaept.edu.dao.MatriculaDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;212.14958052539697
org.sigaept.edu.dao.TipoEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.0
org.sigaept.edu.dao.AlunoDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;142.094103714024
org.sigaept.edu.dao.ReaberturaTurmaDAO;org.sigaept.edu.negocio.ejb.ReaberturaTurmaClasseEJB;8.728155882368998
org.sigaept.edu.dao.AprovadoProcessoSeletivoDAO;org.sigaept.edu.negocio.ejb.ManterAprovadoProcessoSeletivoEJB;0.3
org.sigaept.edu.dao.EditalProcessoSeletivoDAO;org.sigaept.edu.negocio.ejb.ManterEditalProcessoSeletivoEJB;0.0
org.sigaept.edu.dao.EstagioMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterEstagioMatriculaEJB;15.192303696368995
org.sigaept.edu.dao.PapelParticipanteDAO;org.sigaept.edu.negocio.ejb.ManterEventoExternoEJB;0.0
org.sigaept.edu.dao.SituacaoVinculoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.OrganizacaoAcademicaDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.TipoPessoaJuridicaDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEstagioEJB;0.0
org.sigaept.edu.dao.GrauFormacaoDAO;org.sigaept.edu.negocio.ejb.ManterPlanoEstagioEJB;0.0
org.sigaept.edu.dao.ConvenioDAO;org.sigaept.edu.negocio.ejb.ManterParticipacaoEJB;1.7377799999999999
org.sigaept.edu.dao.FuncaoServidorDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.CessaoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;9.255577935299996
org.sigaept.edu.dao.AplicacaoPerguntasAssistenciaEstudantilDAO;org.sigaept.edu.negocio.ejb.ManterPerguntasProgramasAssistenciaEstudantilEJB;0.0
org.sigaept.edu.dao.PessoaExternaDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.3
org.sigaept.edu.dao.TipoUnidadeOrganizacionalDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.0
org.sigaept.edu.dao.TipoLancamentoDadosHistoricoDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;0.0
org.sigaept.edu.dao.TipoSituacaoMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;0.0
org.sigaept.edu.dao.AulaDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;266.85130468583503
org.sigaept.edu.dao.UnidadeOrganizacionalDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;11.02295139
org.sigaept.edu.dao.GrupoCurricularDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;0.0
org.sigaept.edu.dao.TermoEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.10289999999999999
org.sigaept.edu.dao.NivelFuncionalServidorDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.EnturmacaoDAO;org.sigaept.edu.negocio.ejb.VincularAlunoAClasseEJB;460.74936129489157
org.sigaept.edu.dao.DocenciaDAO;org.sigaept.edu.negocio.ejb.ManterClasseEJB;53.28875528158919
org.sigaept.edu.dao.RelatorioFinalEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;49.36340843293142
org.sigaept.edu.dao.ProcedimentoTreinamentoDAO;org.sigaept.edu.negocio.ejb.ManterProcedimentoTreinamentoEJB;0.7029
org.sigaept.edu.dao.InstituicaoDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.10289999999999999
org.sigaept.edu.dao.EgressoDAO;org.sigaept.edu.negocio.ejb.ManterSituacaoAlunoCursoEJB;12.509961516368996
org.sigaept.edu.dao.GradeHorariaMatrizCurricularDAO;org.sigaept.edu.negocio.ejb.ManterGradeHorariaEJB;3.4759267886699985
org.sigaept.edu.dao.EventoExternoDAO;org.sigaept.edu.negocio.ejb.ManterEventoExternoEJB;2.4117623999999998
org.sigaept.edu.dao.PedidoRenovacaoMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterPedidoRenovacaoMatriculaEJB;71.24167810573798
org.sigaept.edu.dao.EixoTecnologicoCursoSuperiorDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;0.0
org.sigaept.edu.dao.CancelamentoMatriculaClasseDAO;org.sigaept.edu.negocio.ejb.ManterTurmaEJB;63.89908087729678
org.sigaept.edu.dao.StatusTramiteRelatorioFinalEstagioDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.0
org.sigaept.edu.dao.PerfilAcaoDAO;org.sigaept.edu.negocio.ejb.ManterPerfilEJB;4.0953599999999994
org.sigaept.edu.dao.TermoCompromissoDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEJB;0.44099999999999995
org.sigaept.edu.dao.TipoPendenciaMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterMatriculaEJB;0.0
org.sigaept.edu.dao.ContextoPermissaoAcessoDAO;org.sigaept.edu.negocio.ejb.ManterPermissaoEJB;6.9727520159999985
org.sigaept.edu.dao.MunicipioDAO;org.sigaept.edu.negocio.ejb.ManterElementoOrganizacionalEJB;0.10289999999999999
org.sigaept.edu.dao.NecessidadeEspecialDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.EmailDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioFinalEstagioEJB;0.0
org.sigaept.edu.dao.FonteFinanciamentoDAO;org.sigaept.edu.negocio.ejb.ManterProgramaEJB;0.0
org.sigaept.edu.dao.ReaberturaClasseDAO;org.sigaept.edu.negocio.ejb.ReaberturaTurmaClasseEJB;10.418648783436598
org.sigaept.edu.dao.TipoPeriodoMatrizCurricularDAO;org.sigaept.edu.negocio.ejb.ManterMatrizCurricularEJB;0.0
org.sigaept.edu.dao.OcorrenciaAlunoDAO;org.sigaept.edu.negocio.ejb.ManterOcorrenciaAlunoEJB;2.3881710899999997
org.sigaept.edu.dao.ModalidadeAprendizagemDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.0
org.sigaept.edu.dao.CategoriaConvenioDAO;org.sigaept.edu.negocio.ejb.ManterConvenioEJB;0.0
org.sigaept.edu.dao.TipoPeriodoLetivoDAO;org.sigaept.edu.negocio.ejb.ManterPeriodoLetivoEJB;0.0
org.sigaept.edu.dao.CPFDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;1.8259587
org.sigaept.edu.dao.RegimeMatriculaDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.0
org.sigaept.edu.dao.RegimeLetivoDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.0
org.sigaept.edu.dao.CategoriaProgramaDAO;org.sigaept.edu.negocio.ejb.ManterProgramaEJB;0.0
org.sigaept.edu.dao.InstituicaoExternaDAO;org.sigaept.edu.negocio.ejb.ManterPlanoEstagioEJB;0.8688899999999999
org.sigaept.edu.dao.AtividadeComplementarDAO;org.sigaept.edu.negocio.ejb.ManterElementoCurricularEJB;4.5152899901999985
org.sigaept.edu.dao.EducacensoDAO;org.sigaept.edu.negocio.ejb.ManterEducacensoEJB;0.0
org.sigaept.edu.dao.ParticipacaoProgramaAssisEstudantilDAO;org.sigaept.edu.negocio.ejb.ManterInscricaoProgramasAssistenciaEstudantilEJB;0.0
org.sigaept.edu.dao.CursoDAO;org.sigaept.edu.negocio.ejb.FecharPeriodoLetivoPorTurmaEJB;22.459673759999998
org.sigaept.edu.dao.ConfiguracaoGeralDAO;org.sigaept.edu.negocio.ejb.EfetuarLoginEJB;0.0
org.sigaept.edu.dao.TecnicoAdministrativoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;5.093797111199999
org.sigaept.edu.dao.OrgaoExpedidorDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.VerificacaoCasoLogDAO;org.sigaept.edu.negocio.ejb.ManterVerificacaoCasoEJB;0.38492999999999994
org.sigaept.edu.dao.EstruturaEtapaAvaliacaoMatrizCurricularDAO;org.sigaept.edu.negocio.ejb.ManterEtapaAvaliacaoEJB;44.93323297739998
org.sigaept.edu.dao.ParticipacaoDAO;org.sigaept.edu.negocio.ejb.ManterParticipacaoEJB;0.8999999999999999
org.sigaept.edu.dao.ProgramaDAO;org.sigaept.edu.negocio.ejb.ManterParticipacaoEJB;0.5821199999999999
org.sigaept.edu.dao.StatusHistoricoEnadeDAO;org.sigaept.edu.negocio.ejb.ManterEnadeEJB;0.0
org.sigaept.edu.dao.RelatorioPentahoDAO;org.sigaept.edu.negocio.ejb.ManterRelatorioPentahoEJB;0.0
org.sigaept.edu.dao.ModalidadeBolsaPesquisaExtensaoDAO;org.sigaept.edu.negocio.ejb.ManterProjetoExtensaoEJB;0.0
org.sigaept.edu.dao.EtapaAvaliacaoDAO;org.sigaept.edu.negocio.ejb.ManterDataLimiteEtapaEJB;19.184753945999994
org.sigaept.edu.dao.StatusEnadeDAO;org.sigaept.edu.negocio.ejb.ManterEnadeEJB;0.0
org.sigaept.edu.dao.AreaEstagioDAO;org.sigaept.edu.negocio.ejb.ManterPlanoEstagioEJB;0.0
org.sigaept.edu.dao.TCCDAO;org.sigaept.edu.negocio.ejb.ManterElementoCurricularEJB;4.5152899901999985
org.sigaept.edu.dao.AvaliacaoConceitoDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;19.5768150786732
org.sigaept.edu.dao.OrgaoPublicoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;0.0
org.sigaept.edu.dao.ZonaProcedenciaDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;0.0
org.sigaept.edu.dao.ParentescoDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.0
org.sigaept.edu.dao.TipoAtoAutorizativoDAO;org.sigaept.edu.negocio.ejb.ManterCalendarioAcademicoEJB;0.0
org.sigaept.edu.dao.PessoaFisicaDAO;org.sigaept.edu.negocio.ejb.ManterUsuarioEJB;3.6519174
org.sigaept.edu.dao.PeriodoLetivoDAO;org.sigaept.edu.negocio.ejb.ManterPeriodoLetivoEJB;54.272744805737986
org.sigaept.edu.dao.DescricaoRegraDAO;org.sigaept.edu.negocio.ejb.ManterRegraAcademicaEJB;0.0
org.sigaept.edu.dao.AnoConclusaoInstituicaoOrigemDAO;org.sigaept.edu.negocio.ejb.ManterAlunoEJB;0.0
org.sigaept.edu.dao.EixoTecnologicoDAO;org.sigaept.edu.negocio.ejb.ManterCursoEJB;0.10289999999999999
org.sigaept.edu.dao.OfertaVagaDAO;org.sigaept.edu.negocio.ejb.ManterOfertaVagaEJB;40.27158236999999
org.sigaept.edu.dao.PeriodoAvaliacaoDocenteDAO;org.sigaept.edu.negocio.ejb.ManterAvaliacaoDocenteEJB;15.4388537001
org.sigaept.edu.dao.AproveitamentoAceleracaoeDispensaDAO;org.sigaept.edu.negocio.ejb.VincularAlunoAClasseEJB;14.798311509368995
org.sigaept.edu.dao.TipoParticipanteDAO;org.sigaept.edu.negocio.ejb.ManterParticipacaoEJB;0.0
org.sigaept.edu.dao.TreinamentoDAO;org.sigaept.edu.negocio.ejb.ManterTreinamentoEJB;0.0
org.sigaept.edu.dao.AuditAcessoDAO;org.sigaept.edu.negocio.ejb.AuditAcessoEJB;4.807580624099999
org.sigaept.edu.dao.RGDAO;org.sigaept.edu.negocio.ejb.ManterPessoaFisicaEJB;1.8259587
org.sigaept.edu.dao.VinculoDAO;org.sigaept.edu.negocio.ejb.ManterServidorEJB;6.367246388999998
org.sigaept.edu.dao.EquipamentoEnsinoDAO;org.sigaept.edu.negocio.ejb.ManterEquipamentoEnsinoEJB;3.0803388
org.sigaept.edu.dao.UsuarioDAO;org.sigaept.edu.negocio.ejb.ManterUsuarioEJB;10.75486197
org.sigaept.edu.dao.TipoAulaDAO;org.sigaept.edu.negocio.ejb.ManterDiarioClasseEJB;20.045290587551214
org.sigaept.edu.dao.TemplateRelatorioEstagioDAO;org.sigaept.edu.negocio.ejb.ManterTemplateRelatorioEstagioEJB;6.787352051999999
